order_id,user_id,order_date,category,status,order_amount_usd,discount_usd
ORD-10035,U1025,2026-03-24 00:00:00,Fashion,completed,173.16,20.95
ORD-10036,U1026,2026-01-27 00:00:00,Fashion,completed,175.67,21.23
ORD-10037,U1027,2026-02-19 00:00:00,Fashion,completed,109.34,0.0
ORD-10038,U1027,2026-03-03 00:00:00,Sports,completed,98.73,0.0
ORD-10039,U1027,2026-03-11 00:00:00,Home & Living,completed,45.06,0.0
ORD-10040,U1028,2026-03-17 00:00:00,Electronics,completed,583.21,0.0
ORD-10041,U1028,2026-03-20 00:00:00,Fashion,refunded,155.59,0.0
ORD-10042,U1028,2026-03-22 00:00:00,Beauty,cancelled,82.01,0.0
ORD-10043,U1030,2026-03-09 00:00:00,Sports,completed,80.3,0.0
ORD-10044,U1030,2026-03-19 00:00:00,Sports,completed,74.08,0.0
ORD-10045,U1030,2026-03-22 00:00:00,Sports,completed,25.76,0.0
ORD-10046,U1031,2026-02-26 00:00:00,Sports,completed,119.23,0.0
ORD-10047,U1031,2026-03-12 00:00:00,Fashion,completed,73.28,0.0
ORD-10048,U1031,2026-03-20 00:00:00,Electronics,completed,173.26,0.0
ORD-10049,U1031,2026-03-21 00:00:00,Fashion,completed,106.52,0.0
ORD-10050,U1032,2026-01-10 00:00:00,Electronics,completed,275.05,44.67
ORD-10051,U1032,2026-01-12 00:00:00,Home & Living,completed,182.66,0.0
ORD-10052,U1032,2026-01-14 00:00:00,Fashion,cancelled,128.64,23.99
ORD-10053,U1034,2026-04-01 00:00:00,Sports,completed,40.53,0.0
ORD-10054,U1034,2026-04-04 00:00:00,Beauty,completed,109.53,0.0
ORD-10055,U1035,2026-04-03 00:00:00,Beauty,completed,22.67,5.58
ORD-10056,U1035,2026-04-18 00:00:00,Home & Living,completed,89.09,7.11
ORD-10057,U1035,2026-04-26 00:00:00,Fashion,cancelled,108.79,0.0
ORD-10058,U1036,2026-02-05 00:00:00,Electronics,completed,388.71,0.0
ORD-10059,U1037,2026-01-18 00:00:00,Electronics,completed,553.22,0.0
ORD-10060,U1037,2026-02-20 00:00:00,Home & Living,completed,187.22,0.0
ORD-10061,U1037,2026-03-28 00:00:00,Fashion,completed,162.92,0.0
ORD-10062,U1040,2026-01-21 00:00:00,Sports,completed,42.94,0.0
ORD-10063,U1040,2026-02-03 00:00:00,Beauty,refunded,93.77,0.0
ORD-10064,U1040,2026-02-07 00:00:00,Home & Living,completed,132.27,0.0
ORD-10065,U1041,2026-02-17 00:00:00,Beauty,completed,115.82,0.0
ORD-10066,U1041,2026-02-18 00:00:00,Sports,completed,46.42,0.0
ORD-10067,U1041,2026-02-21 00:00:00,Electronics,completed,151.6,34.44
ORD-10068,U1041,2026-03-09 00:00:00,Fashion,completed,162.55,19.06
ORD-10069,U1041,2026-03-11 00:00:00,Sports,completed,114.49,0.0
ORD-10070,U1042,2026-02-08 00:00:00,Electronics,completed,373.66,0.0
ORD-10071,U1042,2026-02-18 00:00:00,Electronics,completed,624.02,0.0
ORD-10072,U1042,2026-03-06 00:00:00,Home & Living,refunded,223.91,17.64
ORD-10073,U1043,2026-03-28 00:00:00,Beauty,completed,103.32,0.0
ORD-10074,U1043,2026-04-02 00:00:00,Electronics,refunded,491.1,91.86
ORD-10075,U1044,2026-03-01 00:00:00,Home & Living,completed,267.21,42.12
ORD-10076,U1044,2026-04-03 00:00:00,Beauty,completed,91.26,12.76
ORD-10077,U1044,2026-04-13 00:00:00,Fashion,completed,141.83,0.0
ORD-10078,U1044,2026-04-30 00:00:00,Home & Living,completed,216.36,0.0
ORD-10080,U1046,2026-02-20 00:00:00,Electronics,completed,237.86,45.48
ORD-10081,U1046,2026-02-26 00:00:00,Sports,completed,28.72,0.0
ORD-10082,U1048,2026-02-21 00:00:00,Fashion,completed,155.37,28.23
ORD-10083,U1049,2026-01-23 00:00:00,Sports,completed,20.49,0.0
ORD-10084,U1050,2026-04-02 00:00:00,Sports,completed,93.46,14.71
ORD-10085,U1050,2026-04-14 00:00:00,Sports,refunded,98.22,6.22
ORD-10086,U1052,2026-04-18 00:00:00,Fashion,completed,61.05,7.03
ORD-10087,U1052,2026-05-20 00:00:00,Home & Living,completed,227.41,0.0
ORD-10088,U1053,2026-04-11 00:00:00,Sports,refunded,50.32,0.0
ORD-10089,U1054,2026-02-27 00:00:00,Fashion,completed,93.52,14.44
ORD-10090,U1054,2026-02-28 00:00:00,Fashion,completed,29.01,4.66
ORD-10091,U1054,2026-03-04 00:00:00,Fashion,completed,62.22,5.4
ORD-10092,U1056,2026-01-18 00:00:00,Sports,completed,50.82,0.0
ORD-10093,U1056,2026-01-26 00:00:00,Beauty,completed,81.87,0.0
ORD-10094,U1056,2026-01-27 00:00:00,Sports,cancelled,53.9,0.0
ORD-10095,U1057,2026-01-20 00:00:00,Fashion,completed,92.84,17.99
ORD-10096,U1057,2026-01-24 00:00:00,Electronics,completed,338.76,42.96
ORD-10097,U1057,2026-02-10 00:00:00,Beauty,completed,41.46,0.0
ORD-10098,U1057,2026-02-20 00:00:00,Electronics,completed,618.34,95.24
ORD-10099,U1058,2026-02-02 00:00:00,Beauty,completed,47.38,0.0
ORD-10100,U1058,2026-02-06 00:00:00,Electronics,completed,138.05,0.0
ORD-10101,U1058,2026-02-12 00:00:00,Fashion,completed,56.14,8.7
ORD-10102,U1058,2026-03-03 00:00:00,Electronics,completed,546.47,115.61
ORD-10103,U1059,2026-02-06 00:00:00,Beauty,cancelled,72.68,0.0
ORD-10104,U1059,2026-02-07 00:00:00,Electronics,completed,596.91,0.0
ORD-10105,U1059,2026-02-15 00:00:00,Home & Living,completed,208.55,0.0
ORD-10106,U1060,2026-02-20 00:00:00,Electronics,completed,569.62,127.02
ORD-10107,U1063,2026-02-07 00:00:00,Fashion,completed,138.06,0.0
ORD-10108,U1064,2026-02-15 00:00:00,Sports,completed,94.46,18.79
ORD-10109,U1064,2026-02-17 00:00:00,Electronics,completed,448.43,0.0
ORD-10110,U1065,2026-03-02 00:00:00,Sports,completed,41.59,0.0
ORD-10111,U1065,2026-03-15 00:00:00,Electronics,completed,508.84,78.06
ORD-10112,U1066,2026-01-27 00:00:00,Home & Living,completed,60.37,0.0
ORD-10113,U1067,2026-03-24 00:00:00,Fashion,completed,127.59,0.0
ORD-10114,U1067,2026-03-29 00:00:00,Beauty,completed,38.86,0.0
ORD-10115,U1067,2026-04-18 00:00:00,Beauty,cancelled,72.23,0.0
ORD-10116,U1067,2026-04-20 00:00:00,Electronics,completed,330.04,25.11
ORD-10117,U1069,2026-04-07 00:00:00,Electronics,completed,585.5,0.0
ORD-10118,U1071,2026-01-19 00:00:00,Sports,completed,115.96,0.0
ORD-10119,U1071,2026-01-23 00:00:00,Electronics,completed,317.48,58.06
ORD-10120,U1071,2026-01-26 00:00:00,Sports,completed,40.0,0.0
ORD-10121,U1071,2026-01-28 00:00:00,Beauty,completed,82.13,0.0
ORD-10122,U1072,2026-01-18 00:00:00,Home & Living,completed,154.21,24.92
ORD-10123,U1072,2026-01-20 00:00:00,Beauty,completed,62.21,0.0
ORD-10124,U1073,2026-03-19 00:00:00,Home & Living,completed,208.51,50.98
ORD-10125,U1074,2026-03-17 00:00:00,Fashion,completed,69.52,0.0
ORD-10126,U1074,2026-03-18 00:00:00,Beauty,completed,60.13,11.87
ORD-10127,U1075,2026-03-13 00:00:00,Sports,cancelled,67.83,13.28
ORD-10128,U1076,2026-04-03 00:00:00,Fashion,completed,88.6,6.64
ORD-10129,U1076,2026-04-17 00:00:00,Electronics,completed,225.16,0.0
ORD-10130,U1076,2026-04-19 00:00:00,Fashion,completed,33.85,3.18
ORD-10131,U1076,2026-04-26 00:00:00,Electronics,completed,501.5,0.0
ORD-10132,U1077,2026-01-08 00:00:00,Electronics,completed,459.92,0.0
ORD-10133,U1077,2026-01-09 00:00:00,Beauty,completed,112.91,0.0
ORD-10134,U1077,2026-01-17 00:00:00,Fashion,completed,169.48,0.0
ORD-10135,U1077,2026-01-21 00:00:00,Fashion,completed,105.23,25.51
ORD-10136,U1078,2026-02-07 00:00:00,Fashion,completed,165.14,20.37
ORD-10137,U1078,2026-02-10 00:00:00,Beauty,completed,76.49,0.0
ORD-10138,U1079,2026-01-16 00:00:00,Fashion,completed,73.03,0.0
ORD-10139,U1079,2026-02-09 00:00:00,Electronics,completed,473.2,0.0
ORD-10140,U1080,2026-05-17 00:00:00,Home & Living,refunded,217.49,50.41
ORD-10141,U1080,2026-05-18 00:00:00,Electronics,completed,194.36,0.0
ORD-10142,U1080,2026-05-23 00:00:00,Electronics,completed,626.05,0.0
ORD-10144,U1081,2026-03-05 00:00:00,Fashion,completed,53.0,0.0
ORD-10145,U1081,2026-03-06 00:00:00,Electronics,cancelled,197.36,28.24
ORD-10146,U1081,2026-04-08 00:00:00,Beauty,completed,52.61,8.0
ORD-10147,U1081,2026-05-06 00:00:00,Fashion,completed,154.41,0.0
ORD-10148,U1081,2026-05-08 00:00:00,Fashion,completed,149.24,0.0
ORD-10149,U1082,2026-02-11 00:00:00,Home & Living,completed,113.5,10.92
ORD-10150,U1082,2026-03-06 00:00:00,Sports,completed,22.32,5.25
ORD-10151,U1082,2026-03-12 00:00:00,Beauty,completed,54.83,0.0
ORD-10152,U1082,2026-03-19 00:00:00,Beauty,cancelled,105.93,23.32
ORD-10153,U1082,2026-03-29 00:00:00,Sports,completed,57.32,0.0
ORD-10154,U1083,2026-01-08 00:00:00,Beauty,completed,31.69,4.41
ORD-10155,U1084,2026-02-14 00:00:00,Sports,completed,100.26,0.0
ORD-10156,U1084,2026-02-15 00:00:00,Electronics,cancelled,515.08,49.31
ORD-10157,U1086,2026-03-15 00:00:00,Home & Living,completed,171.08,0.0
ORD-10158,U1086,2026-03-22 00:00:00,Electronics,completed,480.5,0.0
ORD-10159,U1087,2026-03-12 00:00:00,Beauty,completed,28.28,0.0
ORD-10160,U1087,2026-03-25 00:00:00,Beauty,completed,22.94,0.0
ORD-10161,U1087,2026-04-17 00:00:00,Beauty,completed,60.78,0.0
ORD-10162,U1087,2026-05-05 00:00:00,Electronics,completed,463.2,0.0
ORD-10163,U1087,2026-05-11 00:00:00,Electronics,completed,560.24,76.13
ORD-10164,U1087,2026-05-14 00:00:00,Sports,completed,114.42,11.21
ORD-10166,U1088,2026-04-20 00:00:00,Electronics,completed,547.88,99.86
ORD-10167,U1088,2026-04-26 00:00:00,Home & Living,completed,138.18,0.0
ORD-10168,U1088,2026-04-27 00:00:00,Beauty,completed,85.97,4.56
ORD-10169,U1089,2026-02-13 00:00:00,Electronics,completed,594.45,136.03
ORD-10170,U1089,2026-03-02 00:00:00,Fashion,completed,173.74,0.0
ORD-10171,U1089,2026-03-11 00:00:00,Home & Living,completed,245.16,0.0
ORD-10172,U1091,2026-03-19 00:00:00,Sports,completed,61.8,0.0
ORD-10173,U1092,2026-03-24 00:00:00,Beauty,completed,77.04,0.0
ORD-10174,U1092,2026-04-26 00:00:00,Electronics,completed,472.28,0.0
ORD-10175,U1094,2026-03-16 00:00:00,Home & Living,completed,175.46,0.0
ORD-10176,U1094,2026-04-05 00:00:00,Electronics,completed,310.27,0.0
ORD-10177,U1094,2026-04-10 00:00:00,Sports,completed,28.76,0.0
ORD-10178,U1094,2026-04-19 00:00:00,Home & Living,completed,298.86,0.0
ORD-10179,U1094,2026-04-20 00:00:00,Sports,completed,67.89,11.19
ORD-10180,U1095,2026-02-19 00:00:00,Beauty,completed,60.44,0.0
ORD-10181,U1095,2026-02-20 00:00:00,Home & Living,completed,213.2,14.32
ORD-10182,U1095,2026-03-23 00:00:00,Beauty,completed,62.49,6.99
ORD-10183,U1095,2026-04-14 00:00:00,Electronics,refunded,631.61,157.68
ORD-10184,U1097,2026-02-22 00:00:00,Fashion,completed,161.63,0.0
ORD-10185,U1097,2026-03-25 00:00:00,Fashion,completed,131.7,27.33
ORD-10186,U1098,2026-01-18 00:00:00,Sports,cancelled,27.86,0.0
ORD-10187,U1099,2026-01-11 00:00:00,Electronics,cancelled,352.86,70.74
ORD-10188,U1099,2026-01-21 00:00:00,Fashion,completed,167.25,41.28
ORD-10189,U1100,2026-01-11 00:00:00,Beauty,completed,19.87,0.0
ORD-10190,U1100,2026-02-07 00:00:00,Sports,completed,23.1,4.18
ORD-10191,U1100,2026-02-11 00:00:00,Fashion,completed,66.9,0.0
ORD-10192,U1101,2026-03-10 00:00:00,Fashion,completed,35.87,0.0
ORD-10193,U1102,2026-02-10 00:00:00,Home & Living,completed,168.31,16.55
ORD-10194,U1102,2026-03-09 00:00:00,Home & Living,completed,266.17,0.0
ORD-10195,U1102,2026-04-18 00:00:00,Fashion,completed,57.63,0.0
ORD-10196,U1103,2026-03-05 00:00:00,Fashion,completed,99.09,0.0
ORD-10197,U1103,2026-03-07 00:00:00,Fashion,completed,166.75,33.6
ORD-10198,U1103,2026-03-27 00:00:00,Home & Living,cancelled,191.69,38.96
ORD-10199,U1103,2026-05-02 00:00:00,Fashion,completed,160.62,37.43
ORD-10200,U1104,2026-04-10 00:00:00,Beauty,completed,98.44,0.0
ORD-10201,U1104,2026-04-14 00:00:00,Electronics,completed,428.64,0.0
ORD-10202,U1105,2026-02-28 00:00:00,Sports,refunded,28.81,6.6
ORD-10203,U1105,2026-03-24 00:00:00,Beauty,completed,74.8,12.14
ORD-10204,U1105,2026-04-11 00:00:00,Fashion,completed,109.3,15.81
ORD-10205,U1105,2026-05-06 00:00:00,Fashion,completed,141.82,0.0
ORD-10206,U1105,2026-05-07 00:00:00,Beauty,completed,70.85,4.21
ORD-10207,U1105,2026-05-31 00:00:00,Fashion,completed,51.21,7.07
ORD-10208,U1106,2026-02-13 00:00:00,Electronics,completed,108.79,21.11
ORD-10209,U1106,2026-02-17 00:00:00,Electronics,completed,461.87,97.54
ORD-10210,U1106,2026-02-20 00:00:00,Fashion,cancelled,94.43,0.0
ORD-10211,U1112,2026-04-12 00:00:00,Electronics,completed,425.43,0.0
ORD-10212,U1112,2026-04-14 00:00:00,Electronics,completed,380.67,0.0
ORD-10213,U1113,2026-03-24 00:00:00,Beauty,completed,90.85,6.47
ORD-10214,U1113,2026-03-27 00:00:00,Fashion,completed,163.85,0.0
ORD-10215,U1113,2026-05-07 00:00:00,Electronics,completed,153.55,0.0
ORD-10217,U1115,2026-03-25 00:00:00,Beauty,completed,57.25,7.92
ORD-10218,U1115,2026-03-29 00:00:00,Beauty,completed,21.97,0.0
ORD-10219,U1115,2026-04-11 00:00:00,Electronics,completed,262.82,0.0
ORD-10220,U1115,2026-04-23 00:00:00,Beauty,completed,88.8,7.88
ORD-10221,U1115,2026-05-10 00:00:00,Home & Living,completed,67.4,0.0
ORD-10222,U1119,2026-03-21 00:00:00,Beauty,cancelled,83.69,0.0
ORD-10223,U1119,2026-03-28 00:00:00,Electronics,completed,372.17,52.47
ORD-10224,U1119,2026-04-12 00:00:00,Home & Living,completed,195.87,0.0
ORD-10225,U1119,2026-04-15 00:00:00,Sports,refunded,32.69,0.0
ORD-10226,U1120,2026-04-08 00:00:00,Beauty,completed,62.65,0.0
ORD-10227,U1121,2026-03-31 00:00:00,Sports,completed,69.04,13.04
ORD-10228,U1121,2026-04-05 00:00:00,Fashion,completed,71.24,5.89
ORD-10229,U1122,2026-02-12 00:00:00,Fashion,completed,155.41,0.0
ORD-10230,U1122,2026-02-16 00:00:00,Home & Living,completed,120.15,0.0
ORD-10231,U1122,2026-02-17 00:00:00,Beauty,completed,92.59,0.0
ORD-10232,U1124,2026-02-02 00:00:00,Beauty,completed,75.1,0.0
ORD-10233,U1126,2026-03-18 00:00:00,Electronics,completed,131.03,0.0
ORD-10234,U1126,2026-03-27 00:00:00,Home & Living,completed,175.87,0.0
ORD-10235,U1126,2026-03-30 00:00:00,Beauty,completed,27.2,0.0
ORD-10236,U1126,2026-04-02 00:00:00,Beauty,completed,58.66,0.0
ORD-10237,U1126,2026-04-04 00:00:00,Home & Living,completed,55.43,0.0
ORD-10238,U1126,2026-04-07 00:00:00,Sports,completed,60.32,0.0
ORD-10239,U1126,2026-04-16 00:00:00,Home & Living,completed,103.71,7.83
ORD-10240,U1126,2026-04-17 00:00:00,Fashion,completed,124.94,23.94
ORD-10241,U1126,2026-04-21 00:00:00,Sports,completed,102.53,23.43
ORD-10242,U1127,2026-03-21 00:00:00,Beauty,completed,118.29,0.0
ORD-10243,U1127,2026-05-28 00:00:00,Electronics,completed,600.87,0.0
ORD-10244,U1128,2026-01-14 00:00:00,Electronics,completed,246.11,27.49
ORD-10245,U1128,2026-01-25 00:00:00,Electronics,completed,363.39,0.0
ORD-10246,U1128,2026-02-19 00:00:00,Home & Living,completed,66.63,13.0
ORD-10247,U1128,2026-03-07 00:00:00,Sports,refunded,86.26,0.0
ORD-10248,U1128,2026-03-18 00:00:00,Beauty,completed,113.0,0.0
ORD-10249,U1130,2026-02-19 00:00:00,Electronics,completed,564.68,103.76
ORD-10250,U1131,2026-01-22 00:00:00,Fashion,completed,59.91,0.0
ORD-10251,U1132,2026-01-14 00:00:00,Sports,completed,66.85,0.0
ORD-10252,U1132,2026-01-23 00:00:00,Beauty,completed,72.67,0.0
ORD-10253,U1133,2026-02-13 00:00:00,Fashion,completed,80.0,0.0
ORD-10254,U1133,2026-02-23 00:00:00,Sports,completed,59.89,7.6
ORD-10255,U1133,2026-02-25 00:00:00,Electronics,completed,559.05,0.0
ORD-10256,U1134,2026-04-02 00:00:00,Electronics,completed,578.69,0.0
ORD-10257,U1134,2026-04-19 00:00:00,Sports,completed,19.9,0.0
ORD-10258,U1135,2026-03-06 00:00:00,Fashion,completed,102.59,0.0
ORD-10259,U1135,2026-03-10 00:00:00,Electronics,completed,187.52,0.0
ORD-10260,U1135,2026-03-30 00:00:00,Home & Living,completed,216.64,23.51
ORD-10261,U1136,2026-02-20 00:00:00,Beauty,completed,18.96,0.0
ORD-10262,U1136,2026-02-22 00:00:00,Fashion,completed,71.2,0.0
ORD-10263,U1136,2026-03-27 00:00:00,Home & Living,completed,296.66,0.0
ORD-10264,U1136,2026-04-03 00:00:00,Electronics,completed,465.32,0.0
ORD-10265,U1136,2026-04-09 00:00:00,Fashion,completed,152.82,0.0
ORD-10266,U1137,2026-03-28 00:00:00,Electronics,completed,147.01,0.0
ORD-10267,U1139,2026-04-12 00:00:00,Fashion,completed,146.91,34.21
ORD-10268,U1140,2026-04-23 00:00:00,Electronics,cancelled,200.39,17.19
ORD-10269,U1140,2026-04-30 00:00:00,Home & Living,completed,50.94,0.0
ORD-10271,U1141,2026-02-06 00:00:00,Beauty,completed,31.51,0.0
ORD-10272,U1142,2026-02-21 00:00:00,Fashion,completed,42.46,0.0
ORD-10273,U1142,2026-03-02 00:00:00,Home & Living,cancelled,274.6,0.0
ORD-10274,U1142,2026-03-04 00:00:00,Sports,completed,20.91,2.93
ORD-10275,U1142,2026-03-11 00:00:00,Sports,completed,32.3,0.0
ORD-10276,U1142,2026-03-14 00:00:00,Electronics,completed,470.7,0.0
ORD-10277,U1142,2026-04-10 00:00:00,Home & Living,completed,267.45,0.0
ORD-10278,U1143,2026-02-05 00:00:00,Home & Living,completed,277.98,0.0
ORD-10279,U1143,2026-02-10 00:00:00,Electronics,completed,462.6,90.35
ORD-10280,U1143,2026-02-17 00:00:00,Sports,cancelled,95.83,0.0
ORD-10281,U1144,2026-02-06 00:00:00,Electronics,cancelled,629.87,38.22
ORD-10282,U1144,2026-02-16 00:00:00,Home & Living,completed,195.55,0.0
ORD-10283,U1145,2026-01-16 00:00:00,Electronics,completed,404.63,0.0
ORD-10284,U1146,2026-02-26 00:00:00,Home & Living,completed,156.04,0.0
ORD-10285,U1146,2026-03-02 00:00:00,Electronics,completed,136.99,22.2
ORD-10286,U1146,2026-03-22 00:00:00,Home & Living,completed,195.17,0.0
ORD-10287,U1147,2026-02-21 00:00:00,Beauty,completed,44.34,0.0
ORD-10288,U1149,2026-02-08 00:00:00,Home & Living,completed,195.14,0.0
ORD-10289,U1150,2026-03-25 00:00:00,Home & Living,completed,238.11,0.0
ORD-10290,U1150,2026-03-28 00:00:00,Home & Living,completed,40.22,0.0
ORD-10291,U1150,2026-04-10 00:00:00,Sports,completed,69.23,0.0
ORD-10292,U1150,2026-04-13 00:00:00,Beauty,completed,32.21,0.0
ORD-10293,U1150,2026-04-21 00:00:00,Electronics,cancelled,333.51,17.59
ORD-10294,U1150,2026-04-23 00:00:00,Beauty,completed,87.25,11.78
ORD-10295,U1151,2026-02-17 00:00:00,Fashion,completed,55.45,0.0
ORD-10296,U1152,2026-01-27 00:00:00,Electronics,completed,380.87,0.0
ORD-10297,U1152,2026-02-09 00:00:00,Sports,completed,105.08,24.67
ORD-10298,U1152,2026-02-26 00:00:00,Sports,completed,99.35,0.0
ORD-10299,U1153,2026-03-12 00:00:00,Beauty,completed,45.12,5.86
ORD-10300,U1154,2026-04-05 00:00:00,Sports,completed,38.03,0.0
ORD-10301,U1154,2026-04-21 00:00:00,Home & Living,completed,81.13,0.0
ORD-10302,U1154,2026-04-24 00:00:00,Electronics,completed,101.56,25.11
ORD-10303,U1157,2026-03-14 00:00:00,Home & Living,completed,106.98,0.0
ORD-10304,U1157,2026-03-22 00:00:00,Electronics,completed,211.05,0.0
ORD-10305,U1157,2026-04-25 00:00:00,Sports,refunded,22.39,0.0
ORD-10306,U1157,2026-05-05 00:00:00,Fashion,cancelled,111.29,0.0
ORD-10307,U1157,2026-05-08 00:00:00,Beauty,completed,73.87,6.66
ORD-10308,U1159,2026-03-15 00:00:00,Sports,completed,110.11,0.0
ORD-10309,U1160,2026-02-19 00:00:00,Home & Living,completed,170.11,0.0
ORD-10310,U1161,2026-02-28 00:00:00,Beauty,completed,27.43,0.0
ORD-10311,U1161,2026-03-22 00:00:00,Home & Living,completed,178.78,0.0
ORD-10312,U1168,2026-02-17 00:00:00,Fashion,completed,91.66,0.0
ORD-10313,U1169,2026-03-12 00:00:00,Home & Living,completed,211.04,0.0
ORD-10314,U1169,2026-03-19 00:00:00,Beauty,completed,55.81,0.0
ORD-10315,U1169,2026-03-21 00:00:00,Beauty,completed,74.24,0.0
ORD-10316,U1169,2026-03-27 00:00:00,Fashion,completed,74.07,0.0
ORD-10317,U1170,2026-03-09 00:00:00,Home & Living,completed,277.65,0.0
ORD-10318,U1170,2026-03-13 00:00:00,Beauty,completed,57.84,11.93
ORD-10319,U1170,2026-03-21 00:00:00,Electronics,completed,645.49,135.05
ORD-10320,U1170,2026-03-30 00:00:00,Home & Living,completed,227.37,0.0
ORD-10321,U1171,2026-01-20 00:00:00,Fashion,completed,43.8,5.79
ORD-10322,U1171,2026-02-04 00:00:00,Beauty,completed,48.18,8.51
ORD-10323,U1171,2026-02-16 00:00:00,Electronics,completed,134.12,0.0
ORD-10324,U1172,2026-02-24 00:00:00,Home & Living,completed,182.73,0.0
ORD-10325,U1173,2026-02-03 00:00:00,Electronics,refunded,199.43,46.04
ORD-10326,U1173,2026-04-02 00:00:00,Fashion,completed,169.45,40.68
ORD-10327,U1174,2026-03-27 00:00:00,Fashion,completed,161.39,0.0
ORD-10328,U1175,2026-01-20 00:00:00,Beauty,completed,109.28,6.04
ORD-10329,U1175,2026-02-01 00:00:00,Home & Living,completed,290.63,0.0
ORD-10330,U1175,2026-02-04 00:00:00,Home & Living,completed,50.05,0.0
ORD-10331,U1176,2026-03-08 00:00:00,Sports,completed,37.16,0.0
ORD-10332,U1177,2026-02-23 00:00:00,Home & Living,completed,123.35,0.0
ORD-10333,U1177,2026-03-09 00:00:00,Sports,completed,43.77,3.21
ORD-10334,U1177,2026-03-12 00:00:00,Beauty,completed,45.7,0.0
ORD-10335,U1177,2026-03-17 00:00:00,Home & Living,completed,66.81,0.0
ORD-10336,U1178,2026-03-30 00:00:00,Home & Living,completed,55.82,0.0
ORD-10337,U1178,2026-04-06 00:00:00,Beauty,completed,86.09,0.0
ORD-10338,U1178,2026-04-18 00:00:00,Fashion,completed,137.06,13.7
ORD-10339,U1178,2026-04-29 00:00:00,Electronics,completed,211.15,0.0
ORD-10340,U1180,2026-02-06 00:00:00,Fashion,cancelled,83.62,0.0
ORD-10341,U1180,2026-03-01 00:00:00,Home & Living,completed,115.99,0.0
ORD-10342,U1180,2026-04-14 00:00:00,Electronics,cancelled,340.46,0.0
ORD-10343,U1180,2026-04-16 00:00:00,Electronics,completed,137.43,0.0
ORD-10344,U1181,2026-01-13 00:00:00,Electronics,completed,482.35,0.0
ORD-10345,U1182,2026-03-28 00:00:00,Sports,completed,65.47,0.0
ORD-10346,U1182,2026-04-01 00:00:00,Home & Living,completed,302.66,15.73
ORD-10347,U1183,2026-03-24 00:00:00,Home & Living,completed,156.16,0.0
ORD-10348,U1184,2026-02-05 00:00:00,Fashion,completed,82.31,0.0
ORD-10349,U1188,2026-03-26 00:00:00,Fashion,completed,60.6,7.55
ORD-10350,U1188,2026-04-05 00:00:00,Fashion,completed,107.51,0.0
ORD-10351,U1188,2026-04-08 00:00:00,Electronics,completed,221.11,0.0
