user_id,signup_date,channel,country,device
U1087,2026-02-27,Paid_Social,US,iOS
U1088,2026-03-21,Paid_Social,UK,Android
U1089,2026-02-12,Google_Ads,US,Android
U1090,2026-01-11,Google_Ads,UK,Android
U1091,2026-03-06,Referral,CA,iOS
U1092,2026-03-10,Organic_Search,US,Android
U1093,2026-02-20,Organic_Search,FR,iOS
U1094,2026-03-11,Google_Ads,US,iOS
U1095,2026-02-14,Google_Ads,DE,Android
U1096,2026-02-17,Organic_Search,CA,Android
U1097,2026-02-08,Organic_Search,US,iOS
U1098,2026-01-03,Organic_Search,US,iOS
U1099,2026-01-10,Influencer,US,iOS
U1100,2026-01-03,Organic_Search,US,iOS
U1101,2026-02-27,Paid_Social,DE,Android
U1102,2026-01-29,Organic_Search,CA,Web
U1103,2026-02-15,Paid_Social,US,iOS
U1104,2026-03-23,Organic_Search,US,Android
U1105,2026-01-23,Paid_Social,US,Web
U1106,2026-02-06,Organic_Search,DE,Android
U1107,2026-03-09,Influencer,US,iOS
U1108,2026-01-21,Organic_Search,UK,Web
U1109,2026-01-07,Paid_Social,UK,iOS
U1110,2026-01-27,Influencer,UK,iOS
U1111,2026-01-15,Google_Ads,US,iOS
U1112,2026-03-25,Paid_Social,DE,iOS
U1113,2026-03-14,Paid_Social,US,iOS
U1114,2026-02-27,Paid_Social,US,iOS
U1115,2026-03-20,Google_Ads,FR,iOS
U1116,2026-03-14,Referral,DE,Android
U1117,2026-01-17,Google_Ads,US,Web
U1118,2026-03-22,Google_Ads,US,iOS
U1119,2026-02-18,Google_Ads,US,Web
U1120,2026-03-14,Paid_Social,US,Web
U1121,2026-03-22,Organic_Search,US,Android
U1122,2026-01-29,Google_Ads,US,iOS
U1123,2026-01-10,Referral,UK,Android
U1124,2026-01-21,Organic_Search,DE,Web
U1125,2026-02-08,Google_Ads,UK,Android
U1126,2026-03-15,Organic_Search,DE,iOS
U1127,2026-03-19,Paid_Social,US,Android
U1128,2026-01-01,Organic_Search,CA,Android
U1129,2026-02-15,Paid_Social,FR,Android
U1130,2026-02-07,Influencer,FR,iOS
U1131,2026-01-20,Paid_Social,FR,iOS
U1132,2026-01-11,Google_Ads,CA,Android
U1133,2026-01-31,Influencer,UK,Web
U1134,2026-03-26,Referral,US,iOS
U1135,2026-01-30,Organic_Search,UK,Web
U1136,2026-02-16,Paid_Social,DE,iOS
U1137,2026-03-05,Organic_Search,DE,Android
U1138,2026-02-02,Referral,UK,Android
U1139,2026-03-29,Referral,US,Android
U1140,2026-03-28,Paid_Social,US,Web
U1141,2026-01-23,Influencer,CA,iOS
U1142,2026-02-14,Paid_Social,UK,Web
U1143,2026-01-28,Google_Ads,UK,iOS
U1144,2026-01-26,Organic_Search,US,Android
U1145,2026-01-04,Influencer,US,Android
U1146,2026-02-24,Organic_Search,FR,Android
U1147,2026-02-15,Influencer,DE,iOS
U1148,2026-01-05,Influencer,DE,Web
U1149,2026-01-26,Google_Ads,UK,iOS
U1150,2026-03-23,Organic_Search,UK,iOS
U1151,2026-01-22,Paid_Social,US,Android
U1152,2026-01-14,Organic_Search,DE,iOS
U1153,2026-02-14,Paid_Social,US,Android
U1154,2026-03-30,Organic_Search,US,iOS
U1155,2026-01-22,Referral,UK,iOS
U1156,2026-03-02,Google_Ads,CA,Android
U1157,2026-03-10,Paid_Social,US,Android
U1158,2026-01-22,Paid_Social,FR,iOS
U1159,2026-03-07,Paid_Social,US,Android
U1160,2026-02-03,Google_Ads,US,Android
U1161,2026-02-26,Paid_Social,US,Android
U1162,2026-02-27,Referral,US,iOS
U1163,2026-02-18,Paid_Social,UK,Android
U1164,2026-01-09,Referral,US,Android
U1165,2026-03-17,Influencer,UK,Android
U1166,2026-01-29,Organic_Search,CA,iOS
U1167,2026-01-17,Referral,US,Android
U1168,2026-01-04,Organic_Search,DE,Android
U1169,2026-02-23,Influencer,US,Android
U1170,2026-03-02,Paid_Social,DE,iOS
U1171,2026-01-02,Influencer,US,Web
U1172,2026-02-16,Influencer,US,Android
U1173,2026-01-21,Influencer,US,iOS
U1174,2026-02-28,Influencer,US,iOS
U1175,2026-01-16,Paid_Social,US,Web
U1176,2026-03-04,Organic_Search,DE,iOS
U1177,2026-02-04,Paid_Social,FR,Web
U1178,2026-03-26,Organic_Search,FR,Android
U1179,2026-01-13,Google_Ads,DE,Android
U1180,2026-01-31,Paid_Social,US,iOS
U1181,2026-01-11,Referral,US,iOS
U1182,2026-03-25,Google_Ads,US,Web
U1183,2026-03-20,Influencer,US,iOS
U1184,2026-01-24,Organic_Search,UK,Android
U1185,2026-03-01,Influencer,UK,iOS
U1186,2026-03-15,Referral,US,iOS
U1187,2026-02-19,Paid_Social,US,iOS
U1188,2026-02-17,Google_Ads,FR,Android
U1189,2026-01-22,Influencer,DE,Web
U1190,2026-01-09,Organic_Search,US,iOS
U1191,2026-03-22,Paid_Social,CA,iOS
U1192,2026-03-23,Paid_Social,CA,iOS
U1193,2026-02-26,Organic_Search,US,Android
U1194,2026-01-31,Paid_Social,US,iOS
U1195,2026-02-01,Organic_Search,UK,Web
U1196,2026-03-07,Organic_Search,CA,Android
U1197,2026-03-22,Organic_Search,FR,Android
U1198,2026-03-21,Referral,US,iOS
U1199,2026-03-12,Paid_Social,US,Web
U1200,2026-02-27,Referral,UK,iOS
U1201,2026-01-08,Paid_Social,UK,iOS
U1202,2026-01-15,Paid_Social,US,Android
U1203,2026-03-22,Paid_Social,FR,Android
U1204,2026-02-24,Paid_Social,DE,iOS
U1205,2026-01-01,Organic_Search,FR,iOS
U1206,2026-01-10,Google_Ads,FR,Android
U1207,2026-03-01,Organic_Search,DE,iOS
U1208,2026-01-01,Google_Ads,US,Android
U1209,2026-01-15,Google_Ads,UK,Android
U1210,2026-02-19,Organic_Search,US,iOS
U1211,2026-03-04,Organic_Search,DE,iOS
U1212,2026-02-28,Influencer,US,iOS
U1213,2026-01-21,Paid_Social,DE,Android
U1214,2026-03-06,Organic_Search,US,Android
U1215,2026-01-22,Referral,US,iOS
U1216,2026-01-30,Organic_Search,US,Android
U1217,2026-03-09,Google_Ads,US,Web
U1218,2026-02-28,Referral,DE,iOS
U1219,2026-03-18,Organic_Search,DE,Web
U1220,2026-03-01,Organic_Search,UK,iOS
U1221,2026-02-21,Organic_Search,US,iOS
U1222,2026-01-09,Paid_Social,US,iOS
U1223,2026-02-03,Organic_Search,US,iOS
U1224,2026-01-24,Google_Ads,US,iOS
U1225,2026-01-22,Organic_Search,FR,iOS
U1226,2026-03-29,Paid_Social,US,Web
U1227,2026-02-05,Referral,US,Android
U1228,2026-03-22,Influencer,US,Android
U1229,2026-02-26,Google_Ads,US,iOS
U1230,2026-03-13,Paid_Social,UK,iOS
U1231,2026-02-15,Google_Ads,UK,iOS
U1232,2026-02-21,Paid_Social,US,Android
U1233,2026-02-14,Paid_Social,US,Web
U1234,2026-01-18,Organic_Search,US,iOS
U1235,2026-03-07,Influencer,US,iOS
U1236,2026-01-26,Paid_Social,US,Android
U1237,2026-01-03,Organic_Search,CA,iOS
U1238,2026-02-28,Paid_Social,UK,iOS
U1239,2026-01-16,Paid_Social,UK,Android
U1240,2026-03-26,Influencer,US,Android
U1241,2026-03-27,Google_Ads,US,iOS
U1242,2026-03-24,Influencer,UK,iOS
U1243,2026-02-03,Organic_Search,DE,Web
U1244,2026-01-02,Paid_Social,DE,iOS
U1245,2026-03-25,Paid_Social,US,iOS
U1246,2026-02-08,Organic_Search,UK,iOS
U1247,2026-03-28,Organic_Search,US,iOS
U1248,2026-03-28,Influencer,FR,iOS
U1249,2026-03-18,Organic_Search,UK,Android
U1250,2026-01-27,Paid_Social,UK,iOS
U1251,2026-02-04,Organic_Search,US,iOS
U1252,2026-03-18,Organic_Search,UK,Android
U1253,2026-01-29,Organic_Search,US,Android
U1254,2026-01-16,Referral,US,Web
U1255,2026-02-20,Influencer,US,Web
U1256,2026-03-26,Referral,DE,iOS
U1257,2026-03-04,Paid_Social,US,Android
U1258,2026-02-21,Organic_Search,US,iOS
U1259,2026-01-09,Paid_Social,FR,Web
U1260,2026-02-25,Paid_Social,US,iOS
U1261,2026-03-31,Influencer,UK,Web
U1262,2026-01-13,Organic_Search,US,Android
U1263,2026-02-16,Paid_Social,US,iOS
U1264,2026-03-20,Organic_Search,DE,Android
U1265,2026-03-08,Paid_Social,US,Web
U1266,2026-03-04,Google_Ads,UK,Web
U1267,2026-03-05,Paid_Social,UK,iOS
U1268,2026-02-02,Paid_Social,UK,Android
U1269,2026-01-27,Paid_Social,DE,iOS
U1270,2026-03-14,Paid_Social,US,iOS
U1271,2026-03-14,Influencer,US,iOS
U1272,2026-03-20,Influencer,DE,iOS
U1273,2026-03-24,Referral,UK,Android
U1274,2026-02-16,Influencer,FR,iOS
U1275,2026-02-15,Paid_Social,FR,Android
U1276,2026-03-13,Google_Ads,FR,iOS
U1277,2026-02-28,Paid_Social,UK,iOS
U1278,2026-03-05,Organic_Search,US,iOS
U1279,2026-03-13,Influencer,DE,iOS
U1280,2026-03-22,Organic_Search,UK,iOS
U1281,2026-01-31,Referral,US,iOS
U1282,2026-02-03,Paid_Social,FR,Android
U1283,2026-01-09,Google_Ads,FR,iOS
U1284,2026-02-22,Google_Ads,UK,iOS
U1285,2026-01-04,Influencer,US,iOS
U1286,2026-02-11,Google_Ads,US,Web
U1287,2026-02-18,Google_Ads,FR,Web
U1288,2026-01-26,Organic_Search,CA,iOS
U1289,2026-02-23,Paid_Social,US,iOS
U1290,2026-01-03,Organic_Search,US,iOS
U1291,2026-01-04,Google_Ads,FR,Web
U1292,2026-03-16,Paid_Social,US,iOS
U1293,2026-02-02,Google_Ads,UK,iOS
U1294,2026-01-12,Organic_Search,CA,iOS
U1295,2026-02-17,Organic_Search,US,iOS
U1296,2026-03-11,Google_Ads,UK,iOS
U1297,2026-01-20,Organic_Search,US,Android
U1298,2026-02-26,Organic_Search,US,iOS
U1299,2026-01-08,Organic_Search,FR,Android
U1300,2026-01-05,Referral,US,iOS
U1301,2026-02-17,Google_Ads,CA,iOS
U1302,2026-02-18,Paid_Social,UK,Web
U1303,2026-02-27,Organic_Search,US,iOS
U1304,2026-03-07,Paid_Social,US,Android
U1305,2026-03-29,Influencer,US,Android
U1306,2026-02-16,Google_Ads,US,iOS
U1307,2026-01-30,Organic_Search,US,Web
U1308,2026-03-13,Organic_Search,US,iOS
U1309,2026-01-25,Organic_Search,UK,Web
U1310,2026-02-09,Google_Ads,DE,iOS
U1311,2026-01-08,Influencer,DE,Web
U1312,2026-01-03,Organic_Search,DE,iOS
U1313,2026-03-28,Organic_Search,US,Android
U1314,2026-03-17,Organic_Search,US,Android
U1315,2026-03-04,Referral,DE,Web
U1316,2026-02-06,Organic_Search,UK,Web
U1317,2026-01-16,Influencer,US,Android
U1318,2026-01-15,Google_Ads,FR,Web
U1319,2026-01-23,Paid_Social,DE,iOS
U1320,2026-02-19,Organic_Search,UK,iOS
U1321,2026-03-06,Organic_Search,US,iOS
U1322,2026-03-01,Google_Ads,DE,iOS
U1323,2026-01-26,Influencer,UK,iOS
U1324,2026-03-27,Google_Ads,DE,Android
U1325,2026-03-08,Paid_Social,DE,iOS
U1326,2026-02-19,Organic_Search,FR,Android
U1327,2026-02-25,Referral,UK,iOS
U1328,2026-02-07,Influencer,US,iOS
U1329,2026-01-23,Organic_Search,DE,Android
U1330,2026-02-02,Referral,UK,Android
U1331,2026-03-10,Google_Ads,DE,Android
U1332,2026-01-02,Google_Ads,US,Android
U1333,2026-01-11,Google_Ads,US,iOS
U1334,2026-01-05,Influencer,FR,Android
U1335,2026-01-04,Google_Ads,DE,iOS
U1336,2026-03-18,Organic_Search,CA,iOS
U1337,2026-03-05,Paid_Social,DE,iOS
U1338,2026-02-12,Referral,UK,iOS
U1339,2026-01-09,Organic_Search,DE,iOS
U1340,2026-02-14,Paid_Social,FR,Web
U1341,2026-02-12,Paid_Social,UK,Web
U1342,2026-01-16,Paid_Social,UK,iOS
U1343,2026-02-09,Google_Ads,US,iOS
U1344,2026-02-05,Referral,UK,iOS
U1345,2026-02-25,Organic_Search,DE,iOS
U1346,2026-02-27,Organic_Search,US,Web
U1347,2026-01-05,Organic_Search,US,iOS
U1348,2026-02-03,Influencer,US,Android
U1349,2026-02-26,Google_Ads,US,iOS
U1350,2026-02-15,Organic_Search,US,Web
U1351,2026-03-19,Influencer,US,iOS
U1352,2026-03-01,Influencer,CA,Android
U1353,2026-01-15,Influencer,UK,iOS
U1354,2026-01-07,Referral,US,Android
U1355,2026-02-27,Organic_Search,US,iOS
U1356,2026-01-03,Influencer,DE,iOS
U1357,2026-02-22,Paid_Social,US,Web
U1358,2026-03-26,Influencer,FR,Web
U1359,2026-02-21,Google_Ads,DE,Web
U1360,2026-02-04,Influencer,DE,Android
U1361,2026-02-27,Google_Ads,US,Android
U1362,2026-02-11,Organic_Search,DE,iOS
U1363,2026-02-19,Paid_Social,US,iOS
U1364,2026-03-26,Referral,CA,iOS
U1365,2026-02-04,Referral,UK,Android
U1366,2026-03-28,Organic_Search,US,iOS
U1367,2026-03-23,Organic_Search,US,iOS
U1368,2026-01-18,Organic_Search,US,Android
U1369,2026-01-07,Google_Ads,DE,Android
U1370,2026-01-10,Influencer,US,iOS
U1371,2026-01-02,Organic_Search,UK,iOS
U1372,2026-01-09,Paid_Social,US,iOS
U1373,2026-03-03,Influencer,DE,iOS
U1374,2026-01-07,Google_Ads,FR,iOS
U1375,2026-01-29,Paid_Social,DE,Android
U1376,2026-03-18,Google_Ads,DE,Android
U1377,2026-01-03,Paid_Social,US,Android
U1378,2026-03-15,Organic_Search,US,iOS
U1379,2026-01-26,Google_Ads,DE,Android
U1380,2026-01-11,Google_Ads,US,iOS
U1381,2026-03-04,Influencer,US,iOS
U1382,2026-02-26,Google_Ads,US,Android
U1383,2026-03-20,Influencer,US,iOS
U1384,2026-03-08,Organic_Search,US,iOS
U1385,2026-03-14,Paid_Social,FR,Web
U1386,2026-01-26,Organic_Search,US,iOS
U1387,2026-01-16,Organic_Search,UK,Android
U1388,2026-03-09,Google_Ads,US,iOS
U1389,2026-03-14,Referral,DE,Android
U1390,2026-03-31,Organic_Search,US,iOS
U1391,2026-02-07,Paid_Social,FR,iOS
U1392,2026-02-03,Influencer,FR,Android
U1393,2026-03-11,Organic_Search,US,iOS
U1394,2026-01-31,Google_Ads,CA,iOS
U1395,2026-03-25,Google_Ads,CA,iOS
U1396,2026-03-19,Google_Ads,FR,iOS
U1397,2026-02-08,Organic_Search,FR,iOS
U1398,2026-03-09,Paid_Social,US,iOS
U1399,2026-03-09,Influencer,UK,Web
U1400,2026-01-10,Google_Ads,US,iOS
U1401,2026-03-23,Organic_Search,US,iOS
U1402,2026-02-15,Influencer,CA,iOS
U1403,2026-03-16,Organic_Search,US,iOS
U1404,2026-01-29,Google_Ads,DE,Web
U1405,2026-03-22,Organic_Search,FR,iOS
U1406,2026-02-05,Referral,FR,Web
U1407,2026-01-01,Paid_Social,CA,iOS
U1408,2026-03-23,Paid_Social,US,Android
U1409,2026-01-09,Organic_Search,US,Android
U1410,2026-01-29,Paid_Social,US,Web
U1411,2026-03-27,Influencer,US,Android
U1412,2026-03-27,Referral,US,Android
U1413,2026-02-21,Paid_Social,US,iOS
U1414,2026-02-26,Paid_Social,DE,iOS
U1415,2026-02-10,Google_Ads,UK,Web
U1416,2026-01-27,Influencer,US,iOS
U1417,2026-01-30,Google_Ads,DE,iOS
U1418,2026-03-02,Paid_Social,US,Android
U1419,2026-03-09,Paid_Social,US,iOS
U1420,2026-03-13,Google_Ads,DE,Web
U1421,2026-03-13,Organic_Search,UK,Android
U1422,2026-01-09,Google_Ads,DE,Android
U1423,2026-02-14,Paid_Social,US,Web
U1424,2026-01-06,Influencer,FR,iOS
U1425,2026-02-19,Organic_Search,UK,iOS
U1426,2026-02-09,Google_Ads,UK,iOS
U1427,2026-03-21,Paid_Social,UK,iOS
U1428,2026-02-01,Google_Ads,FR,Android
U1429,2026-01-11,Organic_Search,UK,Web
U1430,2026-01-13,Google_Ads,UK,iOS
U1431,2026-03-10,Google_Ads,CA,iOS
U1432,2026-02-25,Google_Ads,DE,Web
U1433,2026-01-10,Google_Ads,US,iOS
U1434,2026-01-08,Google_Ads,DE,iOS
U1435,2026-03-05,Influencer,US,iOS
U1436,2026-01-07,Organic_Search,US,Web
U1437,2026-03-15,Influencer,UK,Android
U1438,2026-03-05,Paid_Social,CA,Android
U1439,2026-01-08,Organic_Search,CA,Android
U1440,2026-01-08,Organic_Search,US,iOS
U1441,2026-03-30,Paid_Social,UK,iOS
U1442,2026-02-03,Influencer,US,Android
U1443,2026-02-03,Google_Ads,CA,iOS
U1444,2026-03-15,Influencer,CA,Android
U1445,2026-03-27,Paid_Social,UK,Web
U1446,2026-03-30,Paid_Social,FR,Android
U1447,2026-03-09,Organic_Search,DE,Android
U1448,2026-02-03,Paid_Social,UK,Android
U1449,2026-01-08,Paid_Social,US,Android
U1450,2026-03-11,Organic_Search,UK,iOS
U1451,2026-02-20,Organic_Search,DE,iOS
U1452,2026-02-08,Google_Ads,DE,iOS
U1453,2026-03-23,Google_Ads,US,Android
U1454,2026-01-11,Referral,CA,iOS
U1455,2026-02-14,Referral,US,Android
U1456,2026-01-02,Google_Ads,UK,iOS
U1457,2026-02-12,Paid_Social,DE,Android
U1458,2026-01-06,Google_Ads,DE,iOS
U1459,2026-01-11,Influencer,UK,Android
U1460,2026-01-11,Organic_Search,US,Android
U1461,2026-02-28,Paid_Social,US,iOS
U1462,2026-03-09,Influencer,UK,iOS
U1463,2026-02-22,Paid_Social,UK,Android
U1464,2026-03-28,Google_Ads,US,iOS
U1465,2026-02-03,Google_Ads,DE,iOS
U1466,2026-01-26,Organic_Search,UK,Web
U1467,2026-03-20,Paid_Social,DE,Android
U1468,2026-01-21,Paid_Social,FR,Web
U1469,2026-03-28,Organic_Search,US,iOS
U1470,2026-01-02,Organic_Search,US,iOS
U1471,2026-03-29,Influencer,DE,Web
U1472,2026-01-04,Organic_Search,UK,Android
U1473,2026-03-22,Paid_Social,DE,Android
U1474,2026-02-17,Organic_Search,FR,iOS
U1475,2026-03-31,Referral,FR,iOS
U1476,2026-01-07,Organic_Search,CA,iOS
U1477,2026-02-19,Paid_Social,UK,iOS
U1478,2026-03-29,Influencer,UK,iOS
U1479,2026-02-17,Influencer,US,iOS
U1480,2026-02-26,Organic_Search,US,Web
U1481,2026-03-04,Influencer,UK,iOS
U1482,2026-02-10,Paid_Social,US,Android
U1483,2026-02-26,Paid_Social,CA,Android
U1484,2026-02-22,Organic_Search,UK,Android
U1485,2026-03-23,Organic_Search,UK,iOS
U1486,2026-01-05,Google_Ads,US,Android
U1487,2026-01-26,Paid_Social,US,Android
U1488,2026-03-27,Paid_Social,US,Android
U1489,2026-03-22,Google_Ads,US,Android
U1490,2026-02-11,Influencer,US,Web
U1491,2026-02-25,Organic_Search,UK,Android
U1492,2026-01-25,Google_Ads,FR,iOS
U1493,2026-01-17,Organic_Search,FR,Android
U1494,2026-02-11,Influencer,DE,iOS
U1495,2026-02-01,Google_Ads,US,Web
U1496,2026-02-22,Referral,FR,iOS
U1497,2026-01-07,Organic_Search,FR,iOS
U1498,2026-03-29,Organic_Search,US,Android
U1499,2026-03-30,Organic_Search,DE,Android
U1500,2026-03-04,Organic_Search,US,iOS
U1501,2026-02-18,Organic_Search,FR,iOS
U1502,2026-01-28,Referral,CA,Web
U1503,2026-03-15,Organic_Search,US,iOS
U1504,2026-03-03,Organic_Search,FR,Web
U1505,2026-01-15,Influencer,UK,iOS
U1506,2026-03-23,Paid_Social,CA,Android
U1507,2026-03-16,Influencer,UK,Android
U1508,2026-03-27,Organic_Search,FR,iOS
U1509,2026-03-07,Paid_Social,US,iOS
U1510,2026-02-25,Organic_Search,US,iOS
U1511,2026-02-07,Organic_Search,US,Android
U1512,2026-03-25,Referral,CA,Android
U1513,2026-03-19,Organic_Search,FR,Android
U1514,2026-01-05,Paid_Social,FR,iOS
U1515,2026-01-03,Paid_Social,CA,iOS
U1516,2026-02-03,Paid_Social,US,iOS
U1517,2026-03-14,Influencer,US,iOS
U1518,2026-03-30,Organic_Search,US,Android
U1519,2026-01-14,Google_Ads,US,Web
U1520,2026-02-23,Referral,US,Android
U1521,2026-02-04,Google_Ads,UK,iOS
U1522,2026-03-29,Referral,US,Web
U1523,2026-03-17,Organic_Search,US,Android
U1524,2026-03-17,Paid_Social,US,Web
U1525,2026-02-12,Organic_Search,US,Android
U1526,2026-02-07,Google_Ads,CA,iOS
U1527,2026-01-25,Referral,DE,iOS
U1528,2026-01-06,Organic_Search,CA,Android
U1529,2026-03-19,Google_Ads,US,iOS
U1530,2026-03-15,Organic_Search,US,iOS
U1531,2026-03-31,Google_Ads,DE,Android
U1532,2026-03-31,Paid_Social,US,Android
U1533,2026-02-19,Referral,US,Android
U1534,2026-03-11,Google_Ads,US,iOS
U1535,2026-03-27,Paid_Social,US,iOS
U1536,2026-03-18,Organic_Search,US,Android
U1537,2026-01-23,Organic_Search,US,Web
U1538,2026-02-10,Organic_Search,DE,Android
U1539,2026-01-12,Organic_Search,US,Web
U1540,2026-03-27,Influencer,US,Android
U1541,2026-02-24,Google_Ads,FR,Android
U1542,2026-01-21,Paid_Social,US,iOS
U1543,2026-03-02,Organic_Search,US,Android
U1544,2026-02-25,Influencer,FR,Android
U1545,2026-02-02,Google_Ads,US,Android
U1546,2026-01-11,Organic_Search,US,iOS
U1547,2026-03-02,Google_Ads,UK,Android
U1548,2026-02-16,Paid_Social,US,iOS
U1549,2026-03-11,Organic_Search,UK,Android
U1550,2026-02-16,Paid_Social,FR,iOS
U1551,2026-03-18,Paid_Social,US,Android
U1552,2026-02-19,Organic_Search,UK,iOS
U1553,2026-02-20,Referral,UK,iOS
U1554,2026-03-20,Influencer,US,iOS
U1555,2026-02-06,Google_Ads,UK,Android
U1556,2026-01-13,Paid_Social,US,iOS
U1557,2026-01-03,Paid_Social,UK,iOS
U1558,2026-03-09,Google_Ads,US,Android
U1559,2026-02-25,Paid_Social,UK,iOS
U1560,2026-03-05,Organic_Search,US,Web
U1561,2026-01-20,Paid_Social,FR,Web
U1562,2026-01-13,Influencer,US,Android
U1563,2026-01-02,Paid_Social,US,iOS
U1564,2026-02-01,Organic_Search,UK,Android
U1565,2026-02-23,Influencer,DE,iOS
U1566,2026-02-05,Organic_Search,UK,iOS
U1567,2026-02-09,Organic_Search,DE,iOS
U1568,2026-03-23,Organic_Search,DE,Web
U1569,2026-02-01,Paid_Social,FR,iOS
U1570,2026-02-16,Influencer,US,Android
U1571,2026-03-12,Paid_Social,UK,Android
U1572,2026-02-05,Organic_Search,FR,iOS
U1573,2026-02-25,Influencer,CA,iOS
U1574,2026-03-19,Influencer,FR,Web
U1575,2026-03-27,Influencer,US,Android
U1576,2026-01-14,Organic_Search,US,Android
U1577,2026-03-25,Paid_Social,UK,iOS
U1578,2026-02-14,Referral,DE,iOS
U1579,2026-01-24,Influencer,UK,iOS
U1580,2026-02-11,Organic_Search,UK,iOS
U1581,2026-03-30,Organic_Search,FR,iOS
U1582,2026-02-14,Paid_Social,US,Android
U1583,2026-01-30,Referral,FR,iOS
U1584,2026-02-27,Paid_Social,US,iOS
U1585,2026-01-22,Paid_Social,US,Android
U1586,2026-01-07,Organic_Search,UK,Android
U1587,2026-01-12,Google_Ads,DE,iOS
U1588,2026-01-12,Influencer,US,Android
U1589,2026-01-14,Paid_Social,US,iOS
U1590,2026-01-13,Influencer,CA,iOS
U1591,2026-02-27,Referral,US,iOS
U1592,2026-01-17,Organic_Search,UK,Android
U1593,2026-02-01,Paid_Social,UK,iOS
U1594,2026-03-22,Organic_Search,UK,iOS
